latitude(y);longitude(x);hasPassenger;time;path;path_length;path_time;velocity_m_s
37.78506;-122.40026;0;1213034631;;;;
37.78666;-122.39856;0;1213034570;LINESTRING (-122.40026 37.78506, -122.39856 37.78666);232.316185126297;61;3.8084620512507703
37.78676;-122.39851;1;1213034566;LINESTRING (-122.39856 37.78666, -122.39851 37.78676);11.956130230432604;4;2.989032557608151
37.78761;-122.39916;1;1213034512;LINESTRING (-122.39851 37.78676, -122.39916 37.78761);110.43493984945394;54;2.0450914786935916
37.78911;-122.40205;1;1213034467;LINESTRING (-122.39916 37.78761, -122.40205 37.78911);303.83359633785835;45;6.751857696396852
37.78911;-122.40205;1;1213034451;LINESTRING (-122.40205 37.78911, -122.40205 37.78911);0.0;16;0.0
37.79541;-122.40336;1;1213034309;LINESTRING (-122.40205 37.78911, -122.40336 37.79541);709.922464665927;142;4.999453976520613
37.7964;-122.40468;1;1213034246;LINESTRING (-122.40336 37.79541, -122.40468 37.7964);159.90739960189984;63;2.5382126920936483
37.79732;-122.40602;1;1213034183;LINESTRING (-122.40468 37.7964, -122.40602 37.79732);155.9731950511356;63;2.475765000811676
37.79912;-122.40875;1;1213034123;LINESTRING (-122.40602 37.79732, -122.40875 37.79912);312.4044110805527;60;5.206740184675878
37.79953;-122.40921;0;1213034104;LINESTRING (-122.40875 37.79912, -122.40921 37.79953);60.925668318121176;19;3.2066141220063775
37.80227;-122.40951;0;1213034044;LINESTRING (-122.40921 37.79953, -122.40951 37.80227);305.81212086711434;60;5.096868681118573
37.80494;-122.41009;0;1213033984;LINESTRING (-122.40951 37.80227, -122.41009 37.80494);301.23173836633026;60;5.020528972772171
37.80552;-122.41033;0;1213033924;LINESTRING (-122.41009 37.80494, -122.41033 37.80552);67.85234109901641;60;1.1308723516502737
37.80657;-122.40678;0;1213033864;LINESTRING (-122.41033 37.80552, -122.40678 37.80657);333.0194168841181;60;5.5503236147353014
37.80654;-122.40514;0;1213033804;LINESTRING (-122.40678 37.80657, -122.40514 37.80654);144.1182388265165;60;2.401970647108608
37.80653;-122.40514;1;1213033794;LINESTRING (-122.40514 37.80654, -122.40514 37.80653);1.111949266008448;10;0.1111949266008448
37.80654;-122.40514;1;1213033754;LINESTRING (-122.40514 37.80653, -122.40514 37.80654);1.111949266008448;40;0.0277987316502112
37.80481;-122.40346;1;1213033694;LINESTRING (-122.40514 37.80654, -122.40346 37.80481);242.46564064583234;60;4.041094010763873
37.80407;-122.40351;1;1213033638;LINESTRING (-122.40346 37.80481, -122.40351 37.80407);82.40141844540825;56;1.4714539008108616
37.7985;-122.40224;1;1213033590;LINESTRING (-122.40351 37.80407, -122.40224 37.7985);629.3266534642465;48;13.110971947171803
37.79787;-122.40543;1;1213033513;LINESTRING (-122.40224 37.7985, -122.40543 37.79787);288.90592155788164;77;3.752024955297164
37.79656;-122.40511;1;1213033452;LINESTRING (-122.40543 37.79787, -122.40511 37.79656);148.3541085208887;61;2.4320345659162084
37.7942;-122.40492;1;1213033398;LINESTRING (-122.40511 37.79656, -122.40492 37.7942);262.9505329250729;54;4.869454313427275
37.78569;-122.40147;0;1213033077;LINESTRING (-122.40492 37.7942, -122.40147 37.78569);993.645907558625;321;3.0954701170050622
37.78513;-122.40045;0;1213033018;LINESTRING (-122.40147 37.78569, -122.40045 37.78513);109.14251179168132;59;1.8498730812149375
37.7852;-122.40054;0;1213032956;LINESTRING (-122.40045 37.78513, -122.40054 37.7852);11.09679979166062;62;0.17898064180097775
37.78669;-122.39834;0;1213032905;LINESTRING (-122.40054 37.7852, -122.39834 37.78669);254.6116031426536;51;4.992384375346149
37.78539;-122.39663;0;1213032836;LINESTRING (-122.39834 37.78669, -122.39663 37.78539);208.5116007974089;69;3.0219072579334623
37.78296;-122.39361;0;1213032776;LINESTRING (-122.39663 37.78539, -122.39361 37.78296);378.74264151601426;60;6.312377358600238
37.77993;-122.39438;0;1213032716;LINESTRING (-122.39361 37.78296, -122.39438 37.77993);343.6491769707892;60;5.7274862828464865
37.77816;-122.3966;0;1213032656;LINESTRING (-122.39438 37.77993, -122.3966 37.77816);277.1335253191527;60;4.618892088652545
37.77645;-122.39882;0;1213032634;LINESTRING (-122.3966 37.77816, -122.39882 37.77645);272.4391943866304;22;12.383599744846835
37.77137;-122.39741;0;1213032574;LINESTRING (-122.39882 37.77645, -122.39741 37.77137);578.304886666253;60;9.638414777770883
37.75877;-122.39215;0;1213032523;LINESTRING (-122.39741 37.77137, -122.39215 37.75877);1475.3788581036802;51;28.928997217719218
37.74522;-122.39464;0;1213032458;LINESTRING (-122.39215 37.75877, -122.39464 37.74522);1522.51206968303;65;23.423262610508154
37.72937;-122.40305;0;1213032386;LINESTRING (-122.39464 37.74522, -122.40305 37.72937);1911.3116823441724;72;26.545995588113506
37.72315;-122.40079;0;1213032362;LINESTRING (-122.40305 37.72937, -122.40079 37.72315);719.6268063693662;24;29.98445026539026
37.71378;-122.39681;0;1213032320;LINESTRING (-122.40079 37.72315, -122.39681 37.71378);1099.1358317123572;42;26.169900755056126
37.70067;-122.39309;0;1213032271;LINESTRING (-122.39681 37.71378, -122.39309 37.70067);1494.0466209477447;49;30.490747366280505
37.68758;-122.39016;0;1213032219;LINESTRING (-122.39309 37.70067, -122.39016 37.68758);1478.1959158962734;52;28.426844536466795
37.67402;-122.38958;0;1213032166;LINESTRING (-122.39016 37.68758, -122.38958 37.67402);1508.6668799643883;53;28.465412829516758
37.66314;-122.39964;0;1213032118;LINESTRING (-122.38958 37.67402, -122.39964 37.66314);1499.2155151290603;48;31.233656565188756
37.65102;-122.40675;0;1213032075;LINESTRING (-122.39964 37.66314, -122.40675 37.65102);1485.9337379057667;43;34.556598555948064
37.63763;-122.40463;0;1213032009;LINESTRING (-122.40675 37.65102, -122.40463 37.63763);1500.5547312713677;66;22.735677746535874
37.62431;-122.401;0;1213031961;LINESTRING (-122.40463 37.63763, -122.401 37.62431);1515.219912773025;48;31.56708151610469
37.61452;-122.39271;0;1213031884;LINESTRING (-122.401 37.62431, -122.39271 37.61452);1310.786210845183;77;17.023197543443935
37.61726;-122.38771;0;1213031823;LINESTRING (-122.39271 37.61452, -122.38771 37.61726);535.516061702564;61;8.778951831189573
37.61774;-122.38728;0;1213031768;LINESTRING (-122.38771 37.61726, -122.38728 37.61774);65.44568720887767;55;1.1899215856159577
37.61779;-122.38732;1;1213031762;LINESTRING (-122.38728 37.61774, -122.38732 37.61779);6.582022987192627;6;1.097003831198771
37.61773;-122.38724;1;1213031699;LINESTRING (-122.38732 37.61779, -122.38724 37.61773);9.70363427423661;63;0.15402594086089857
37.61791;-122.38668;1;1213031638;LINESTRING (-122.38724 37.61773, -122.38668 37.61791);53.22969637185962;61;0.872617973309174
37.61486;-122.38602;1;1213031583;LINESTRING (-122.38668 37.61791, -122.38602 37.61486);344.09064135217164;55;6.256193479130394
37.61375;-122.39673;1;1213031516;LINESTRING (-122.38602 37.61486, -122.39673 37.61375);951.394592024812;67;14.199919283952418
37.62601;-122.40235;1;1213031456;LINESTRING (-122.39673 37.61375, -122.40235 37.62601);1450.3299424241409;60;24.172165707069016
37.63945;-122.40563;1;1213031406;LINESTRING (-122.40235 37.62601, -122.40563 37.63945);1522.1157930352224;50;30.442315860704447
37.65339;-122.40716;1;1213031348;LINESTRING (-122.40563 37.63945, -122.40716 37.65339);1555.899565319937;58;26.82585457448167
37.66495;-122.39772;1;1213031303;LINESTRING (-122.40716 37.65339, -122.39772 37.66495);1530.6305594083165;45;34.014012431295924
37.67617;-122.38878;1;1213031253;LINESTRING (-122.39772 37.66495, -122.38878 37.67617);1475.0126685679627;50;29.500253371359253
37.68991;-122.39093;1;1213031202;LINESTRING (-122.38878 37.67617, -122.39093 37.68991);1539.488716766078;51;30.186053269923097
37.70346;-122.39399;1;1213031151;LINESTRING (-122.39093 37.68991, -122.39399 37.70346);1530.5567139913953;51;30.010915960615595
37.71644;-122.39888;1;1213031110;LINESTRING (-122.39399 37.70346, -122.39888 37.71644);1506.0497380790373;41;36.73292044095213
37.72939;-122.40364;1;1213031054;LINESTRING (-122.39888 37.71644, -122.40364 37.72939);1499.5994219262282;56;26.778561105825503
37.74257;-122.40692;1;1213030999;LINESTRING (-122.40364 37.72939, -122.40692 37.74257);1493.6628392663088;55;27.157506168478342
37.75569;-122.40322;1;1213030957;LINESTRING (-122.40692 37.74257, -122.40322 37.75569);1494.7073854567593;42;35.58827108230379
37.7679;-122.40537;1;1213030887;LINESTRING (-122.40322 37.75569, -122.40537 37.7679);1370.781901060403;70;19.582598586577188
37.77851;-122.40157;1;1213030827;LINESTRING (-122.40537 37.7679, -122.40157 37.77851);1226.1436930797518;60;20.435728217995862
37.78205;-122.4014;1;1213030766;LINESTRING (-122.40157 37.77851, -122.4014 37.78205);393.91347281369156;61;6.4575979149785505
37.78348;-122.40219;1;1213030706;LINESTRING (-122.4014 37.78205, -122.40219 37.78348);173.50454942462767;60;2.891742490410461
37.78513;-122.40011;1;1213030646;LINESTRING (-122.40219 37.78348, -122.40011 37.78513);258.9866570415891;60;4.316444284026486
37.78513;-122.40013;0;1213030631;LINESTRING (-122.40011 37.78513, -122.40013 37.78513);1.7575782653547107;15;0.11717188435698071
37.78506;-122.39998;0;1213030570;LINESTRING (-122.40013 37.78513, -122.39998 37.78506);15.308367591093528;61;0.2509568457556316
37.78521;-122.4004;0;1213030509;LINESTRING (-122.39998 37.78506, -122.4004 37.78521);40.50286048649648;61;0.663981319450762
37.78524;-122.40047;0;1213030449;LINESTRING (-122.4004 37.78521, -122.40047 37.78524);6.9977874983610295;60;0.11662979163935049
37.78513;-122.40028;0;1213030388;LINESTRING (-122.40047 37.78524, -122.40028 37.78513);20.69776193760271;61;0.3393075727475854
37.78514;-122.40028;0;1213030273;LINESTRING (-122.40028 37.78513, -122.40028 37.78514);1.111949266008448;115;0.009669124052247374
