latitude(y);longitude(x);hasPassenger;time;path;path_length;path_time;velocity_m_s
37.79163;-122.3923;1;1213036785;;;;
37.79254;-122.39253;1;1213036725;LINESTRING (-122.3923 37.79163, -122.39253 37.79254);103.18595177509957;60;1.7197658629183261
37.79236;-122.39248;1;1213036670;LINESTRING (-122.39253 37.79254, -122.39248 37.79236);20.491623490460327;55;0.37257497255382416
37.79338;-122.39319;1;1213036613;LINESTRING (-122.39248 37.79236, -122.39319 37.79338);129.4450819114243;57;2.270966349323233
37.79068;-122.39351;1;1213036553;LINESTRING (-122.39319 37.79338, -122.39351 37.79068);301.54019555395735;60;5.025669925899289
37.78788;-122.39381;1;1213036492;LINESTRING (-122.39351 37.79068, -122.39381 37.78788);312.4598679248969;61;5.122292916801589
37.78546;-122.39683;1;1213036432;LINESTRING (-122.39381 37.78788, -122.39683 37.78546);377.94386317636724;60;6.2990643862727875
37.78166;-122.39618;1;1213036372;LINESTRING (-122.39683 37.78546, -122.39618 37.78166);426.38438282971117;60;7.106406380495186
37.77803;-122.39188;1;1213036312;LINESTRING (-122.39618 37.78166, -122.39188 37.77803);552.9344504873869;60;9.215574174789783
37.778;-122.39211;1;1213036252;LINESTRING (-122.39188 37.77803, -122.39211 37.778);20.487497358430737;60;0.341458289307179
37.7757;-122.39469;1;1213036192;LINESTRING (-122.39211 37.778, -122.39469 37.7757);341.7954503283883;60;5.696590838806472
37.77036;-122.39775;1;1213036132;LINESTRING (-122.39469 37.7757, -122.39775 37.77036);651.8525520401463;60;10.864209200669105
37.75781;-122.39228;1;1213036080;LINESTRING (-122.39775 37.77036, -122.39228 37.75781);1476.0121355660044;52;28.3848487608847
37.74425;-122.39579;1;1213036030;LINESTRING (-122.39228 37.75781, -122.39579 37.74425);1539.059053230686;50;30.78118106461372
37.73233;-122.40459;1;1213035977;LINESTRING (-122.39579 37.74425, -122.40459 37.73233);1534.797899590991;53;28.958450935679075
37.71939;-122.39948;1;1213035928;LINESTRING (-122.40459 37.73233, -122.39948 37.71939);1507.4164075936428;49;30.763600154972302
37.70662;-122.3945;1;1213035876;LINESTRING (-122.39948 37.71939, -122.3945 37.70662);1485.995963612631;52;28.576845454089057
37.69502;-122.39189;1;1213035833;LINESTRING (-122.3945 37.70662, -122.39189 37.69502);1310.141059048965;43;30.468396722068952
37.6818;-122.38891;1;1213035786;LINESTRING (-122.39189 37.69502, -122.38891 37.6818);1493.2016258213675;47;31.770247357901436
37.669;-122.39345;1;1213035742;LINESTRING (-122.38891 37.6818, -122.39345 37.669);1478.3161177122029;44;33.59809358436825
37.65917;-122.40497;1;1213035692;LINESTRING (-122.39345 37.669, -122.40497 37.65917);1490.9688996566301;50;29.8193779931326
37.6457;-122.40625;1;1213035644;LINESTRING (-122.40497 37.65917, -122.40625 37.6457);1502.028671738045;48;31.292263994542605
37.63248;-122.4027;1;1213035602;LINESTRING (-122.40625 37.6457, -122.4027 37.63248);1502.864175364748;42;35.78248036582733
37.61926;-122.39918;1;1213035560;LINESTRING (-122.4027 37.63248, -122.39918 37.61926);1502.3283464131277;42;35.7697225336459
37.61627;-122.38896;1;1213035500;LINESTRING (-122.39918 37.61926, -122.38896 37.61627);959.5899073038718;60;15.993165121731197
37.61733;-122.38509;1;1213035439;LINESTRING (-122.38896 37.61627, -122.38509 37.61733);360.6676771311842;61;5.912584871003019
37.61506;-122.38638;0;1213035407;LINESTRING (-122.38509 37.61733, -122.38638 37.61506);276.8070085416999;32;8.650219016928121
37.61555;-122.38758;0;1213035337;LINESTRING (-122.38638 37.61506, -122.38758 37.61555);118.91355274668314;70;1.6987650392383304
37.61647;-122.38579;0;1213035324;LINESTRING (-122.38758 37.61555, -122.38579 37.61647);187.94315060667665;13;14.457165431282819
37.61568;-122.388;0;1213035202;LINESTRING (-122.38579 37.61647, -122.388 37.61568);213.55900836952605;122;1.7504836751600497
37.61271;-122.39484;0;1213035141;LINESTRING (-122.388 37.61568, -122.39484 37.61271);687.0558446620007;61;11.26321056822952
37.60403;-122.38237;0;1213035090;LINESTRING (-122.39484 37.61271, -122.38237 37.60403);1462.2530637184796;51;28.671628700362344
37.59551;-122.36935;0;1213035040;LINESTRING (-122.38237 37.60403, -122.36935 37.59551);1487.698739105748;50;29.75397478211496
37.58778;-122.35605;0;1213034988;LINESTRING (-122.36935 37.59551, -122.35605 37.58778);1453.2787136716966;52;27.94766757060955
37.58698;-122.33959;0;1213034935;LINESTRING (-122.35605 37.58778, -122.33959 37.58698);1453.0741644335476;53;27.4164936685575
37.58086;-122.32479;0;1213034885;LINESTRING (-122.33959 37.58698, -122.32479 37.58086);1471.013685075975;50;29.4202737015195
37.57088;-122.31394;0;1213034845;LINESTRING (-122.32479 37.58086, -122.31394 37.57088);1464.8446495293022;40;36.62111623823255
37.56058;-122.30278;0;1213034806;LINESTRING (-122.31394 37.57088, -122.30278 37.56058);1509.7230182335343;39;38.710846621372674
37.54987;-122.29277;0;1213034753;LINESTRING (-122.30278 37.56058, -122.29277 37.54987);1482.1815939052292;53;27.96569045104206
