latitude(y);longitude(x);hasPassenger;time;path;path_length;path_time;velocity_m_s
37.75134;-122.39488;0;1213084687;;;;
37.75136;-122.39527;0;1213084659;LINESTRING (-122.39488 37.75134, -122.39527 37.75136);34.36047914480021;28;1.2271599694571502
37.75199;-122.3946;0;1213084540;LINESTRING (-122.39527 37.75136, -122.3946 37.75199);91.52734567104754;119;0.7691373585802315
37.7508;-122.39346;0;1213084489;LINESTRING (-122.3946 37.75199, -122.39346 37.7508);165.99604907636103;51;3.2548244916933537
37.75015;-122.39256;0;1213084237;LINESTRING (-122.39346 37.7508, -122.39256 37.75015);107.16891809625331;252;0.4252734845089417
37.75454;-122.39227;0;1213084177;LINESTRING (-122.39256 37.75015, -122.39227 37.75454);488.81111611404185;60;8.14685193523403
37.75901;-122.3925;0;1213084172;LINESTRING (-122.39227 37.75454, -122.3925 37.75901);497.4524302149975;5;99.49048604299949
37.77053;-122.39788;0;1213084092;LINESTRING (-122.3925 37.75901, -122.39788 37.77053);1365.4760764198977;80;17.06845095524872
37.77669;-122.39382;0;1213084032;LINESTRING (-122.39788 37.77053, -122.39382 37.77669);772.3398624335463;60;12.872331040559105
37.78194;-122.38844;0;1213083971;LINESTRING (-122.39382 37.77669, -122.38844 37.78194);751.2360026761912;61;12.31534430616707
37.78999;-122.38909;0;1213083910;LINESTRING (-122.38844 37.78194, -122.38909 37.78999);896.939840860707;61;14.70393181738864
37.79728;-122.39609;0;1213083855;LINESTRING (-122.38909 37.78999, -122.39609 37.79728);1017.5537251752285;55;18.50097682136779
37.79838;-122.40239;0;1213083811;LINESTRING (-122.39609 37.79728, -122.40239 37.79838);566.8946677689809;44;12.883969722022293
37.79779;-122.40647;0;1213083736;LINESTRING (-122.40239 37.79838, -122.40647 37.79779);364.43676320746306;75;4.859156842766174
37.79779;-122.40646;1;1213083715;LINESTRING (-122.40647 37.79779, -122.40646 37.79779);0.8786385735115817;21;0.04183993207198008
37.79657;-122.40521;1;1213083655;LINESTRING (-122.40646 37.79779, -122.40521 37.79657);174.5446375297696;60;2.9090772921628267
37.79305;-122.40471;1;1213083600;LINESTRING (-122.40521 37.79657, -122.40471 37.79305);393.8641109543534;55;7.161165653715517
37.78945;-122.40405;1;1213083535;LINESTRING (-122.40471 37.79305, -122.40405 37.78945);404.48106533974806;65;6.222785620611509
37.78833;-122.40859;1;1213083475;LINESTRING (-122.40405 37.78945, -122.40859 37.78833);417.9364411696371;60;6.965607352827285
37.7874;-122.41527;1;1213083415;LINESTRING (-122.40859 37.78833, -122.41527 37.7874);596.0486111962007;60;9.934143519936677
37.78719;-122.41689;0;1213083384;LINESTRING (-122.41527 37.7874, -122.41689 37.78719);144.26205831621863;31;4.653614784394149
37.78477;-122.42106;0;1213083323;LINESTRING (-122.41689 37.78719, -122.42106 37.78477);454.63895899758097;61;7.453097688484934
37.7799;-122.42184;0;1213083263;LINESTRING (-122.42106 37.78477, -122.42184 37.7799);545.8406292551845;60;9.097343820919741
37.77499;-122.42273;0;1213083203;LINESTRING (-122.42184 37.7799, -122.42273 37.77499);551.5419192213513;60;9.192365320355856
37.7748;-122.42452;0;1213083147;LINESTRING (-122.42273 37.77499, -122.42452 37.7748);158.73726373647077;56;2.834593995294121
37.77403;-122.43021;0;1213083083;LINESTRING (-122.42452 37.7748, -122.43021 37.77403);507.3798527385175;64;7.927810199039336
37.77305;-122.4375;0;1213083023;LINESTRING (-122.43021 37.77403, -122.4375 37.77305);649.9380931526836;60;10.832301552544726
37.77385;-122.43918;0;1213082971;LINESTRING (-122.4375 37.77305, -122.43918 37.77385);172.38505354618965;52;3.31509718358057
