latitude(y);longitude(x);hasPassenger;time;path;path_length;path_time;velocity_m_s
37.7514;-122.39529;0;1213085321;;;;
37.7514;-122.39533;0;1213085275;LINESTRING (-122.39529 37.7514, -122.39533 37.7514);3.5167602289725592;46;0.07645130932549042
37.75135;-122.3954;0;1213085202;LINESTRING (-122.39533 37.7514, -122.3954 37.75135);8.293767994264439;73;0.11361326019540327
37.75135;-122.3953;0;1213085141;LINESTRING (-122.3954 37.75135, -122.3953 37.75135);8.791906512694666;61;0.14412961496220764
37.752;-122.3945;0;1213085098;LINESTRING (-122.3953 37.75135, -122.3945 37.752);100.85100857456725;43;2.3453722924317963
37.75128;-122.3926;0;1213085043;LINESTRING (-122.3945 37.752, -122.3926 37.75128);185.24006406697245;55;3.3680011648540447
37.75532;-122.38975;0;1213084978;LINESTRING (-122.3926 37.75128, -122.38975 37.75532);514.3802413776086;65;7.913542175040133
37.75558;-122.38821;0;1213084923;LINESTRING (-122.38975 37.75532, -122.38821 37.75558);138.44023806262834;55;2.517095237502333
37.75558;-122.38822;0;1213084858;LINESTRING (-122.38821 37.75558, -122.38822 37.75558);0.8791403893614768;65;0.013525236759407335
37.75531;-122.38924;0;1213084808;LINESTRING (-122.38822 37.75558, -122.38924 37.75531);94.56485915630414;50;1.8912971831260827
37.75232;-122.39067;0;1213084764;LINESTRING (-122.38924 37.75531, -122.39067 37.75232);355.44861839733744;44;8.078377690848578
37.7495;-122.39936;0;1213084699;LINESTRING (-122.39067 37.75232, -122.39936 37.7495);825.8658335240622;65;12.705628208062494
37.74455;-122.40425;0;1213084639;LINESTRING (-122.39936 37.7495, -122.40425 37.74455);698.436107578085;60;11.640601792968083
37.73713;-122.40674;0;1213084579;LINESTRING (-122.40425 37.74455, -122.40674 37.73713);853.6236888994538;60;14.227061481657563
37.73189;-122.40534;0;1213084518;LINESTRING (-122.40674 37.73713, -122.40534 37.73189);595.5262833543588;61;9.762725956628833
37.73065;-122.4048;0;1213084458;LINESTRING (-122.40534 37.73189, -122.4048 37.73065);145.8306809795453;60;2.430511349659088
37.73066;-122.40479;0;1213084397;LINESTRING (-122.4048 37.73065, -122.40479 37.73066);1.4176881551711553;61;0.023240789429035333
37.73154;-122.40524;0;1213084336;LINESTRING (-122.40479 37.73066, -122.40524 37.73154);105.55120297493339;61;1.7303475897530063
37.73049;-122.40311;0;1213084292;LINESTRING (-122.40524 37.73154, -122.40311 37.73049);220.72626557041778;44;5.016506035691314
37.73017;-122.39887;0;1213084216;LINESTRING (-122.40311 37.73049, -122.39887 37.73017);374.57658598560863;76;4.928639289284324
37.72869;-122.39487;0;1213084155;LINESTRING (-122.39887 37.73017, -122.39487 37.72869);388.37127613395;61;6.366742231704098
37.72718;-122.39218;0;1213084096;LINESTRING (-122.39487 37.72869, -122.39218 37.72718);290.10445264767077;59;4.917024621146962
37.72887;-122.39287;0;1213084049;LINESTRING (-122.39218 37.72718, -122.39287 37.72887);197.47448004333086;47;4.201584681772997
37.73014;-122.39902;0;1213083976;LINESTRING (-122.39287 37.72887, -122.39902 37.73014);558.9936735872698;73;7.657447583387257
37.7308;-122.40364;0;1213083920;LINESTRING (-122.39902 37.73014, -122.40364 37.7308);412.8754416810577;56;7.372775744304602
37.73269;-122.40579;0;1213083855;LINESTRING (-122.40364 37.7308, -122.40579 37.73269);282.69473800699313;65;4.349149815492202
37.7461;-122.40484;0;1213083807;LINESTRING (-122.40579 37.73269, -122.40484 37.7461);1493.4621009870325;48;31.113793770563177
37.75945;-122.40622;0;1213083775;LINESTRING (-122.40484 37.7461, -122.40622 37.75945);1489.402073186641;32;46.54381478708253
37.75945;-122.40622;0;1213083759;LINESTRING (-122.40622 37.75945, -122.40622 37.75945);0.0;16;0.0
37.76941;-122.41208;0;1213083697;LINESTRING (-122.40622 37.75945, -122.41208 37.76941);1221.4346445366837;62;19.700558782849736
37.77001;-122.41989;0;1213083672;LINESTRING (-122.41208 37.76941, -122.41989 37.77001);689.7118924942624;25;27.5884756997705
37.77322;-122.42389;0;1213083623;LINESTRING (-122.41989 37.77001, -122.42389 37.77322);501.01052664297555;49;10.224704625366847
37.77425;-122.42811;0;1213083562;LINESTRING (-122.42389 37.77322, -122.42811 37.77425);388.18642030695975;61;6.363711808310816
37.77321;-122.43681;0;1213083492;LINESTRING (-122.42811 37.77425, -122.43681 37.77321);773.3595414089931;70;11.047993448699902
37.77144;-122.44357;0;1213083432;LINESTRING (-122.43681 37.77321, -122.44357 37.77144);625.9132909354416;60;10.43188818225736
37.77144;-122.44354;1;1213083431;LINESTRING (-122.44357 37.77144, -122.44354 37.77144);2.6368556772841583;1;2.6368556772841583
37.77146;-122.44192;1;1213083394;LINESTRING (-122.44354 37.77144, -122.44192 37.77146);142.40755308097584;37;3.84885278597232
37.77357;-122.43856;1;1213083334;LINESTRING (-122.44192 37.77146, -122.43856 37.77357);377.17787145885694;60;6.286297857647615
37.7743;-122.43128;1;1213083274;LINESTRING (-122.43856 37.77357, -122.43128 37.7743);644.9836093063351;60;10.749726821772251
37.77444;-122.42403;1;1213083214;LINESTRING (-122.43128 37.7743, -122.42403 37.77444);637.40499751219;60;10.623416625203166
37.76955;-122.41227;1;1213083154;LINESTRING (-122.42403 37.77444, -122.41227 37.76955);1167.933052987623;60;19.465550883127047
37.7616;-122.40602;1;1213083094;LINESTRING (-122.41227 37.76955, -122.40602 37.7616);1040.8088862007996;60;17.346814770013328
37.74821;-122.40404;1;1213083046;LINESTRING (-122.40602 37.7616, -122.40404 37.74821);1499.041113031224;48;31.2300231881505
37.73471;-122.40639;1;1213082993;LINESTRING (-122.40404 37.74821, -122.40639 37.73471);1515.287045462254;53;28.590321612495355
37.72156;-122.40032;1;1213082948;LINESTRING (-122.40639 37.73471, -122.40032 37.72156);1556.614494505979;45;34.59143321124398
37.7088;-122.39502;1;1213082916;LINESTRING (-122.40032 37.72156, -122.39502 37.7088);1493.4754129465823;32;46.6711066545807
37.6956;-122.39203;1;1213082856;LINESTRING (-122.39502 37.7088, -122.39203 37.6956);1491.158710670125;60;24.852645177835416
37.68217;-122.389;1;1213082813;LINESTRING (-122.39203 37.6956, -122.389 37.68217);1516.962029546731;43;35.27818673364491
37.66929;-122.39319;1;1213082761;LINESTRING (-122.389 37.68217, -122.39319 37.66929);1478.9022350149114;52;28.440427596440603
37.65961;-122.40467;1;1213082731;LINESTRING (-122.39319 37.66929, -122.40467 37.65961);1476.3691651379424;30;49.212305504598085
37.64597;-122.40626;1;1213082670;LINESTRING (-122.40467 37.65961, -122.40626 37.64597);1523.1444101696095;61;24.969580494583763
37.62178;-122.40006;1;1213082592;LINESTRING (-122.40626 37.64597, -122.40006 37.62178);2744.6543344947613;78;35.18787608326617
37.61549;-122.39072;1;1213082541;LINESTRING (-122.40006 37.62178, -122.39072 37.61549);1079.7734377790123;51;21.17202819174534
37.61549;-122.39072;1;1213082526;LINESTRING (-122.39072 37.61549, -122.39072 37.61549);0.0;15;0.0
37.61749;-122.38537;1;1213082480;LINESTRING (-122.39072 37.61549, -122.38537 37.61749);521.0646121734995;46;11.327491568989121
37.61667;-122.38619;0;1213082057;LINESTRING (-122.38537 37.61749, -122.38619 37.61667);116.31898488874444;423;0.27498577987882844
37.61657;-122.38621;0;1213081997;LINESTRING (-122.38619 37.61667, -122.38621 37.61657);11.258164793166266;60;0.18763607988610442
37.61658;-122.38627;0;1213081935;LINESTRING (-122.38621 37.61657, -122.38627 37.61658);5.400451980103297;62;0.08710406419521446
37.6166;-122.38628;0;1213081876;LINESTRING (-122.38627 37.61658, -122.38628 37.6166);2.3919687835282017;59;0.04054184378861359
37.61661;-122.38628;0;1213081819;LINESTRING (-122.38628 37.6166, -122.38628 37.61661);1.1119492667985356;57;0.01950788187365852
37.61661;-122.38627;0;1213081759;LINESTRING (-122.38628 37.61661, -122.38627 37.61661);0.8807891687637465;60;0.014679819479395775
37.6166;-122.38626;0;1213081699;LINESTRING (-122.38627 37.61661, -122.38626 37.6166);1.4185277001456615;60;0.023642128335761025
37.61659;-122.38625;0;1213081660;LINESTRING (-122.38626 37.6166, -122.38625 37.61659);1.4185277723008982;39;0.03637250698207432
37.61658;-122.38625;0;1213081584;LINESTRING (-122.38625 37.61659, -122.38625 37.61658);1.1119492667985356;76;0.014630911405243889
37.61658;-122.38624;0;1213081542;LINESTRING (-122.38625 37.61658, -122.38624 37.61658);0.8807895241331707;42;0.020971179146027873
37.61659;-122.38625;0;1213081541;LINESTRING (-122.38624 37.61658, -122.38625 37.61659);1.4185278472491625;1;1.4185278472491625
